Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
2078900,SMOK'N BUNZ,SMOK'N BUNZ,2550830,Restaurant,Risk 2 (Medium),430 N LARAMIE AVE ,CHICAGO,IL,60644,08/23/2017,License,Pass,,41.88859215,-87.75551402,"(41.888592146069605, -87.75551402229323)"
2078899,RESTAURANT PUEBLA,RESTAURANT PUEBLA,30442,Restaurant,Risk 1 (High),2658-2664 N MILWAUKEE AVE ,CHICAGO,IL,60647,08/23/2017,Canvass,Pass,"43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: OBSERVED WIPING CLOTHS STORED ON PREP TABLES IN KITCHEN FOOD PREP AREA. MUST PROPERLY STORE WIPING CLOTHS IN A SANITIZING SOLUTION WHEN NOT IN USE. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED RUSTY SHELVING INSIDE 2-DOOR FREEZER IN KITCHEN FOOD PREP AREA. MUST REPAINT OR REPLACE. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED A FEW ITEMS NOT ELEVATED 6INCHES OFF THE FLOOR INSIDE WALK-IN FREEZER. MUST ELEVATE ITEMS 6INCHES OF FLOOR AND MAINTAIN.",41.93003994,-87.70922789,"(41.93003994138057, -87.70922788597379)"
2078897,THE BALLPARK PUB,THE BALLPARK PUB,2378879,Restaurant,Risk 1 (High),514 W PERSHING RD ,CHICAGO,IL,60609,08/23/2017,Complaint,Fail,"11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: EXPOSED SINK IN PREP AREA NOT MAINTAINED. OBSERVED NO RUNNING HOT WATER AT EXPOSED SINK IN PREP AREA, HOT WATER HANDLE STRIPPED. INSTRUCTED MANAGER TO REPAIR AND PROVIDE HOT RUNNING WATER AT EXPOSED SINK FOR PROPER HAND WASHING. CRITICAL VIOLATION 7-38-030 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR AND EXTERIOR OF ICE MACHINE, POTATO SLICER, AND SURFACES UNDER GRILL. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: PROVIDE FOOD HANDLER TRAINING FOR ALL EMPLOYEES.",41.82365514,-87.63927208,"(41.82365514125402, -87.63927207504646)"
2078891,RIVIERA FOODS,RIVIERA FOODS,39650,Grocery Store,Risk 1 (High),3218-3220 N HARLEM AVE ,CHICAGO,IL,60634,08/23/2017,Canvass,Pass,"44. ONLY AUTHORIZED PERSONNEL IN THE FOOD-PREP AREA - Comments: INSTRUCTED TO CLEAN AND REORGANIZE REAR STORAGE AREA. USABLE ITEMS (FOOD AND NON FOOD) MUST BE STORED 6' OFF THE FLOOR FOR EASY ACCESS ON CLEANING. MUST REORGANIZE. MUST REMOVE UNNECESSARY ARTICLES TO PREVENT PEST HARBORAGE-------CLEANING EQUIPMENT (MOPS, BROOMS, DUST PANS ETC) MUST BE STORED OFF THE FLOOR.",41.93859128,-87.8069148,"(41.938591281588764, -87.80691480065914)"
2078888,LIBERO CAFE,ROYAL T,1980200,Restaurant,Risk 1 (High),5074-5076 N Lincoln AVE ,CHICAGO,IL,60625,08/23/2017,Canvass Re-Inspection,Pass w/ Conditions,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: SEE VIOLATION #14. | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: SEE VIOLATION #14. | 14. PREVIOUS SERIOUS VIOLATION CORRECTED, 7-42-090 - Comments: PREVIOUS SERIOUS VIOLATIONS NOT CORRECTED FROM INSPECTION REPORT#2078530 DATED:08/16/2017.
18 	OBSERVED REAR EXIT DOUBLE DOORS ARE NOT RODENT-PROOFED,APPROXIMATELY 1' INCH MODE OF ENTRY ALL ACROSS THE BOTTOMS OF DOORS.INSTRUCTED TO MAKE DOORS TIGHT FITTING ALL ACROSS THE BOTTOMS TO PREVENT PEST ENTRY AND MAINTAIN.
SERIOUS VIOLATION 7-38-020. 	08/23/2017. 

29 	PREVIOUS MINOR VIOLATION(S) FROM INSPECTION REPORT#1960374 DATED:09/14/2016.

38 FOUND NO BACKFLOW PREVENTION DEVICE AT ESPRESSO MACHINE WATERLINE. MUST PROVIDE. 11/29/2016.

INSTRUCTED TO CORRECT NOTED VIOLATION AND MAINTAIN BY 8/23/2017.
SERIOUS VIOLATION 7-42-090. 	08/23/2017.

CRITICAL VIOLATION 7-42-090. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: CORRECTED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CORRECTED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CORRECTED. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: INSTRUCTED TO PROVIDE A METAL STEM THERMOMETER FOR MONITORING FOOD TEMPERATURES AND MAINTAIN. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: FOOD HANDLER(S) WITH NO PROOF OF FOOD HANDLER TRAINING.INSTRUCTED TO PROVIDE.",41.9737255,-87.69202089,"(41.97372549869574, -87.692020889653)"
2078887,RUBY'S SOULFOOD,RUBY'S SOULFOOD,2542983,Restaurant,Risk 1 (High),5638 W CHICAGO AVE ,CHICAGO,IL,60651,08/23/2017,License,Pass,,41.89494199,-87.76687934,"(41.89494199271389, -87.76687933825816)"
2078884,ARAMARK AT DELOITTE,ARAMARK AT DELOITTE,2535825,Restaurant,Risk 1 (High),111 S WACKER DR ,CHICAGO,IL,60606,08/23/2017,License,Fail,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: OBSERVED REFRIGERATION UNITS NOT ON DURING INSPECTION. INSTRUCTED TO HAVE ALL REFRIGERATIONS UNITS ON. | 9. WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE - Comments: OBSERVED NO HOT OR COLD RUNNING WATER UNDER CITY PRESSURE AT THE EXPOSED HAND SINKS, 1 COMPARTMENT SINK AND 3 COMPARTMENT SINK. INSTRUCTED TO PROVIDE. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED NO PEST CONTROL LOG BOOK ON SITE. INSTRUCTED TO PROVIDE. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER ON SITE. INSTRUCTED TO PROVIDE INFORMATION.",41.8803341,-87.63658024,"(41.88033409920658, -87.63658023772034)"
2078883,PARTS AND LABOR,PARTS AND LABOR,2240274,Restaurant,Risk 1 (High),2700 N MILWAUKEE AVE ,CHICAGO,IL,60647,08/23/2017,Canvass,Fail,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: FOOD (ICE) NOT PROTECTED FROM CONTAMINATION DURING STORAGE, INSIDE ICE MACHINE OBSERVED HEAVY ACCUMULATION OF BLACK AND BROWN SUBSTANCE  ON THE INTERIOR CONTACT SURFACES OF THE ICE MACHINE. ICE IS BEING USED FOR HUMAN CONSUMPTION. MUST TURN OFF MACHINE REMOVE ICE AND HAVE INTERIOR SURFACE CLEANED AND SANITIZED. SERIOUS VIOLATION 7-38-005(A) | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: EVIDENCE OF IMPROPER PEST CONTROL INSIDE PREMISES OBSERVED APPROXIMATELY 40 SMALL LIVE FRUIT FLIES ON EQUIPMENT ON FRONT BAR AREA AND WALLS IN REAR DISHWASHING AREA ALSO OBSERVED SMALL LIVE ROACH CRAWLING ON WALL BEHIND DISH MACHINE. INSTRUCTED TO CLEAN AND SANITIZE AFFECTED AREAS. ADDITIONAL PEST CONTROL SERVICE IS NEEDED TO MINIMIZE OR ELIMINATE PEST PROBLEM. SERIOUS VIOLATION 7-38-020. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED DIRT AND DEBRIS ON WALLS BEHIND AND UNDERNEATH DISH MACHINE. MUST CLEN AND MAINTAIN. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHT SHIELD MISSING ABOVE PREP TABLE IN BASEMENT FOOD PREP AREA. MUST PROVIDE SHATTERPROOF LIGHT SHIELD. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED EXPOSED HAND WASHING DRAINING SLOW IN FRONT BAR AREA. MUST REPAIR AND MAINTAIN. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED CHEST FREEZER DOOR RUBBER GASKET RIPPED ON BASEMENT. INSTRUCTED TO REPAIR OR REPLACE DAMAGED DOOR GASKET.",41.93019094,-87.70947505,"(41.930190942014534, -87.70947504959446)"
2078881,IRVING PARK INFANT TODDLER CENTER,IRVING PARK INFANT TODDLER CENTER,2215932,Children's Services Facility,Risk 1 (High),3000 W MONTROSE AVE ,CHICAGO,IL,60618,08/23/2017,License,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED ACCUMULATED DUST/DIRT BUILD UP ON BASEMENT FLOORS (EAST AND WEST BASEMENT FLOOR) . MUST CLEAN BOTH EAST AND WEST SIDE BASEMENT FLOORS AND MAINTAIN ALSO MUST CLEAN INTERIOR OF FLOOR DRAIN INSIDE BUMBLE BEE WASHROOM. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED DUST BUILD UP ON WALLS INSIDE BUMBLE BEE WASHROOM. MUST CLEAN WALLS AND MAINTAIN.",41.96132811,-87.70341968,"(41.96132810515034, -87.70341967620591)"
2078875,"WENDY'S PROPERTIES, LLC",WENDY'S,2405955,Restaurant,Risk 1 (High),3943 N HARLEM AVE ,CHICAGO,IL,60634,08/23/2017,Complaint Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: CORRECTED (SMALL FLIES ACTIVITY HAS BEEN MINIMIZED). | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CORRECTED | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CORRECTED | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: CORRECTED (COOKIE OVEN HAS 5.6 KW) | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: CORRECTED",41.95204241,-87.80709474,"(41.95204240743297, -87.80709474254513)"
2078874,ENGLEWOOD MARKET,ENGLEWOOD MARKET,2013410,Grocery Store,Risk 2 (Medium),6055-6057 S RACINE AVE ,CHICAGO,IL,60636,08/23/2017,Complaint Re-Inspection,Pass,"14. PREVIOUS SERIOUS VIOLATION CORRECTED, 7-42-090 - Comments: CORRECTED. 3-COMPARTMENT SINK PROPERLY DRAINING.  | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CORRECTED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CORRECTED.",41.78345131,-87.65445295,"(41.78345130683472, -87.65445294657616)"
2078787,LUGANOS PIZZA,LUGANOS PIZZA,2120806,Restaurant,Risk 1 (High),7315 S KEDZIE AVE ,CHICAGO,IL,60629,08/22/2017,Canvass,No Entry,,41.76035641,-87.70236441,"(41.760356409754706, -87.70236441354389)"
2078877,MINGHIN CUISINE KITCHEN,MINGHIN CUISINE KITCHEN,2437382,Catering,Risk 1 (High),3376-3378 S ARCHER AVE ,CHICAGO,IL,60608,08/23/2017,Canvass Re-Inspection,Fail,"13. NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS - Comments: STILL OBSERVED LIVE ACTIVITY ON THE PREMISES. 5 LIVE ROACHES, 35 SMALL FLIES, 3 LARGE FLIES AND 75 MICE DROPPINGS IN THE 1ST FL KITCHEN AREA, 1ST/2ND FL STORAGE AREA, ON THE LARGE DOCK DOORS ON THE 1ST FL., WINDOW SILLS AND ON THE PALLETS ON THE 2ND FL. INSTRUCTED TO ELIMINATE ALL OF THE ACTIVITY. MUST MAINTAIN. CRITICAL VIOLATION 7-38-030 | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: THE FOLLOWING PREVIOUS MINOR VIOLATIONS STILL REMAINS OPEN:

32-OBSERVED THE CONDENSATION LINE IN THE COOKING LINE WALK-IN COOLER DRIPPING WATER, INSTRUCTED TO REPAIR. FRONT WALK-IN FREEZER EXCESSIVE ICE AROUND DOOR, INSTRUCTED TO REPAIR. 
38-OBSERVED BROKEN VENTILATION FAN IN THE 2ND. FLOOR RESTROOM, INSTRUCTED TO REAIR. 
41-OBSERVED CLUTTER 2ND. FLOOR STORAGE, INSTRUCTED TO ORGANIZE AND REMOVE ITEMS NOT BEING USED. 
SERIOUS VIOLATION 7-42-090  | 22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: ABATED. CHEMICAL TEST KIT PROVIDED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: ABATED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: THE FLOORS IN THE CORNERS AND UNDER/AROUND THE HEAVY EQUIPMENT/STORAGE RACKS HAVE DROPPINGS, DIRT AND FOOD ON THEM. INSTRUCTED TO CLEAN AND MAINTAIN.  | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: INSTRUCTED TO SEAL ALL OPENINGS AND CRACKS IN THE WALLS AND CEILING. MAINTAIN SAME. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: THERE ARE LARGE POTS TOO BIG FOR PROPER WASHING, RINSING AND SANITIZING IN THE 3-COMPARTMENT SINK. INSTRUCTED TO EITHER REMOVE THE LARGE POTS OR INSTALL A 3-COMPARTMENT SINK LARGE ENOUGH TO SUBMERGE THE LARGEST POT. MAINTAIN SAME.",41.83264971,-87.67419338,"(41.83264971490382, -87.67419338103964)"
2078871,CHARTWELLS,LLOYD BOND,2549075,CHARTER SCHOOL,Risk 1 (High),13300 S LANGLEY ,CHICAGO,IL,60827,08/23/2017,License,Fail,"22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: NO CHEMICAL TEST KIT AVAILABLE TO CHECK QUAD CONCENTRATION LEVEL AT  3- COMPARTMENT SINK. MUST PROVIDE. SERIOUS VIOLATION 7-38-030.",41.6536366,-87.60507067,"(41.65363660026574, -87.60507067062306)"
2078870,LAWRENE FISH MARKET,LAWRENCE FISH MARKET,2422889,Grocery Store,Risk 1 (High),3914 W LAWRENCE AVE ,CHICAGO,IL,60625,08/23/2017,Canvass Re-Inspection,Pass,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: VIOLATION CORRECTED.WALK-IN-COOLER HAS BEEN REORGANIZED AND FOODS ARE NOW PROPERLY STORED AND MAINTAINED AT THIS TIME. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: VIOLATION CORRECTED.NO PEST ACTIVITY FOUND AT THIS TIME,ANDERSON PEST CONTROL SERVICED THE PREMISES ON 8/16/2017 AND,THE REAR EXIT DOOR IS NOW PEST-PROOFED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CORRECTED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CORRECTED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CORRECTED. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: CORRECTED. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: CORRECTED. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CORRECTED.",41.96836744,-87.7262481,"(41.968367441404354, -87.72624810473937)"
2078872,CLUB LA  VILLTA,CLUB LA  VILLTA,2516627,Restaurant,Risk 2 (Medium),2458 S KEDZIE AVE ,CHICAGO,IL,60623,08/23/2017,License,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: SMALL HOLE IN FLOOR BY THE HANDSINK IN NEED OF SEALING.
MUST CORRECT AND MAINTAIN.
 | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: LEAK AT 3 COMPARTMENT SINK FAUCET 
FAUCET IN MENS ROOM LEAKS.
CORRECT AND MAINTAIN.
",41.84642261,-87.70524355,"(41.84642260515308, -87.70524354729095)"
2078869,SUPER SAVE,SUPER SAVE,2368994,GROCERY STORE/GAS STATION,Risk 2 (Medium),6649-6659 S HALSTED ST ,CHICAGO,IL,60621,08/23/2017,Canvass Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: CORRECTED. ALL AFFECTED AREAS CLEAN. | 19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: CORRECTED. OUTSIDE GARBAGE AREA CLEAN AND MAINTAINED. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: CORRECTED. CERTIFIED MANAGER ON DUTY. | 22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: CORRECTED. CHEMICAL TEST KIT PROVIDED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CORRECTED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CORRECTED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CORRECTED. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CORRECTED.",41.7728388,-87.64445958,"(41.772838797055094, -87.64445957890496)"
2078855,DONA MARIA,DONA MARIA,2550727,Restaurant,Risk 1 (High),6906 N CLARK ST ,CHICAGO,IL,60626,08/22/2017,License,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MISSING EAST SIDE PANEL OF THE HOOD,INSTRUCTED TO REPLACE.SURFACE MUST BE SMOOTH,CLEANABLE AND NON-ABSORBENT MATERIAL.
SEAL HOLE AROUND PIPES THROUGHOUT THE PREP AREA | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: REMOVE HANGED METAL CONTAINER ABOVE THE WASH COMPARTMENT AT THREE COMPARTMENT SINK. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: GREASE UNDER THE FLAT GRILL AND INSIDE THE DEEP FRYER,NEED TO CLEAN AND MAINTAIN | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: UNKNOWN PARTICLES ON LIGHT SHIELD IN PREP AREA NEED TO CLEAN AND MAINTAIN.   | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: A LOT OF CONSTRUCTION MATERIALS ON FLOOR AT  OUTSIDE REAR DOOR,NEED TO REMOVE AND WHAT IS NEEDED ELEVATED 6'OFF THE FLOOR TO MINIMIZE RODENT AND INSECT ACTIVITY",42.00678208,-87.6735975,"(42.00678208236227, -87.67359749944175)"
2078853,BIRRIERIA DE LA TORRE MEXICAN RESTAURANT,BIRRIERIA DE LA TORRE MEXICAN RESTAURANT,2492789,Restaurant,Risk 1 (High),6724-6726 S PULASKI RD ,CHICAGO,IL,60629,08/22/2017,Canvass,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED WATER DAMAGED CEILING TILES IN REAR PREP, INSTRUCTED TO  REPLACE. ALSO CLEAN LIGHT SHIELDS IN REAR PREP.",41.77061934,-87.72270419,"(41.77061934281714, -87.72270418892046)"
2078850,SALSA AND CHIPS,SALSA AND CHIPS,2379904,Restaurant,Risk 1 (High),3358 W MONTROSE AVE ,CHICAGO,IL,60618,08/22/2017,Canvass,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED FOOD BUILD UP INSIDE PREP AREA 2-DOOR REACH IN COOLER (BY COOKING EQUIPMENT) RUBBER GASKETS. MUST CLEAN AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: 3-COMPARTMENT SINK FAUCET LEAKING AT BASE. MUST REPAIR AND MAINTAIN 3-COMPARTMENT SINK. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: 2-DOOR STAND UP REACH IN COOLER RUBBER DOOR GASKETS RIPPED. MUST REPAIR/REPLACE DAMAGED DOOR GASKETS. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: WASHROOM DOOR NOT SELF CLOSING. INSTRUCTED MANAGER WASHROOM DOOR MUST SELF CLOSE.",41.96123967,-87.71307662,"(41.96123967064833, -87.7130766179954)"
2078851,POPEYES,POPEYES,2341289,Restaurant,Risk 1 (High),5050 S CICERO AVE ,CHICAGO,IL,60638,08/22/2017,Complaint Re-Inspection,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: CORRECTED. FLY ACTIVITY MINIMZED,  (3) NOTED. RECENT PEST CONTROL SERVICE 8/21/17 AND 8/2217. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments:  CRACKED/MISSING FLOOR TILES WITH WORN GROUT LINES IN REAR NEAR EXIT DOOR, REAR STORAGE AREA, AROUND UTILITY SINK, AROUND REAR FLOOR DRAIN AND SURROUNDING HOT WATER TANK. REPLACE ALL MISSING AND CRACKED TILES, RE GROUT AREAS AND MAINTAIN | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CORRECTED. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: CORRECTED. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: CORRECTED. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CORRECTED.",41.80064255,-87.74311347,"(41.800642553587245, -87.74311346920472)"
2078845,BIRRIERIA DE LA TORRE,BIRRIERIA DE LA TORRE,2487697,Restaurant,Risk 1 (High),6330 S PULASKI RD ,CHICAGO,IL,60629,08/22/2017,Canvass,Out of Business,,41.77768461,-87.72288294,"(41.77768461403218, -87.72288294447827)"
