Name,Program Identifier,Inspection Date,Description,Address,City,Zip Code,Phone,Longitude,Latitude,Inspection Business Name,Inspection Type,Inspection Score,Inspection Result,Inspection Closed Business,Violation Type,Violation Description,Violation Points,Business_ID,Inspection_Serial_Num,Violation_Record_ID,Grade
108 AUTHENTIC VIETNAMESE CUISINE,108 AUTHENTIC VIETNAMESE CUISINE,05/22/2014,Seating 51-150 - Risk Category III,18114 E VALLEY HWY,KENT,98032,,-122.219347,47.439923,108 AUTHENTIC VIETNAMESE CUISINE,Routine Inspection/Field Review,30,Unsatisfactory,FALSE,BLUE,"3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,PR0071992,DAGUPCZB9,IVJXVCHUW,2
CENTURY LINK FIELD,BEECHER 2,,Mobile Food Unit - Risk Category III,800 OCCIDENTAL AVE S,SEATTLE,98134,(206) 808-8302,-122.3315931,47.59543814,,,30,,,,,0,PR0082011,,,
108 AUTHENTIC VIETNAMESE CUISINE,108 AUTHENTIC VIETNAMESE CUISINE,05/22/2014,Seating 51-150 - Risk Category III,18114 E VALLEY HWY,KENT,98032,,-122.219347,47.439923,108 AUTHENTIC VIETNAMESE CUISINE,Routine Inspection/Field Review,30,Unsatisfactory,FALSE,BLUE,2900 - Adequate equipment for temperature control,5,PR0071992,DAGUPCZB9,IVXJWKNDL,2
108 AUTHENTIC VIETNAMESE CUISINE,108 AUTHENTIC VIETNAMESE CUISINE,05/22/2014,Seating 51-150 - Risk Category III,18114 E VALLEY HWY,KENT,98032,,-122.219347,47.439923,108 AUTHENTIC VIETNAMESE CUISINE,Routine Inspection/Field Review,30,Unsatisfactory,FALSE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0071992,DAGUPCZB9,IVVP1WBBH,2
108 AUTHENTIC VIETNAMESE CUISINE,108 AUTHENTIC VIETNAMESE CUISINE,05/22/2014,Seating 51-150 - Risk Category III,18114 E VALLEY HWY,KENT,98032,,-122.219347,47.439923,108 AUTHENTIC VIETNAMESE CUISINE,Routine Inspection/Field Review,0,Unsatisfactory,FALSE,RED,0200 - Food Worker Cards current for all food workers; new food workers trained,5,PR0071992,DAGUPCZB9,IVG3FPIHL,2
108 AUTHENTIC VIETNAMESE CUISINE,108 AUTHENTIC VIETNAMESE CUISINE,02-05-14,Seating 51-150 - Risk Category III,18114 E VALLEY HWY,KENT,98032,,-122.219347,47.439923,108 AUTHENTIC VIETNAMESE CUISINE,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0071992,DAAQXJ8TR,,2
108 AUTHENTIC VIETNAMESE CUISINE,108 AUTHENTIC VIETNAMESE CUISINE,05/23/2013,Seating 51-150 - Risk Category III,18114 E VALLEY HWY,KENT,98032,,-122.219347,47.439923,108 AUTHENTIC VIETNAMESE CUISINE,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0071992,DADUFCAWJ,,2
108 AUTHENTIC VIETNAMESE CUISINE,108 AUTHENTIC VIETNAMESE CUISINE,02/28/2013,Seating 51-150 - Risk Category III,18114 E VALLEY HWY,KENT,98032,,-122.219347,47.439923,108 AUTHENTIC VIETNAMESE CUISINE,Routine Inspection/Field Review,5,Satisfactory,FALSE,,,0,PR0071992,DA2417932,,2
112TH DELI,112TH DELI,02/26/2018,Seating 13-50 - Risk Category III,1120 112TH AVE NE #125,BELLEVUE,98004,(206) 498-2652,-122.1896576,47.62064582,112TH DELI,Routine Inspection/Field Review,0,Unsatisfactory,FALSE,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0066560,DAQLBYZLG,IVP0SLCTJ,1
112TH DELI,112TH DELI,06/28/2017,Seating 13-50 - Risk Category III,1120 112TH AVE NE #125,BELLEVUE,98004,(206) 498-2652,-122.1896576,47.62064582,112TH DELI,Consultation/Education - Field,10,Satisfactory,FALSE,,,0,PR0066560,DAEAJIJMO,,1
112TH DELI,112TH DELI,01/25/2017,Seating 13-50 - Risk Category III,1120 112TH AVE NE #125,BELLEVUE,98004,(206) 498-2652,-122.1896576,47.62064582,112TH DELI,Routine Inspection/Field Review,10,Satisfactory,FALSE,RED,0600 - Adequate handwashing facilities,10,PR0066560,DAQGY6CPZ,IV9Z25KSS,1
112TH DELI,112TH DELI,02-10-16,Seating 13-50 - Risk Category III,1120 112TH AVE NE #125,BELLEVUE,98004,(206) 498-2652,-122.1896576,47.62064582,112TH DELI,Routine Inspection/Field Review,5,Unsatisfactory,FALSE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0066560,DAZGFQ3B2,IVVAGIZUY,1
112TH DELI,112TH DELI,01/27/2015,Seating 13-50 - Risk Category III,1120 112TH AVE NE #125,BELLEVUE,98004,(206) 498-2652,-122.1896576,47.62064582,112TH DELI,Routine Inspection/Field Review,0,Unsatisfactory,FALSE,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0066560,DAFA3LOEJ,IVH5K0WOB,1
112TH DELI,112TH DELI,01/23/2015,Seating 13-50 - Risk Category III,1120 112TH AVE NE #125,BELLEVUE,98004,(206) 498-2652,-122.1896576,47.62064582,112TH DELI,Routine Inspection/Field Review,0,Incomplete,FALSE,,,0,PR0066560,DALMZZW0F,,1
"116 TWO ZERO, LLC. / SALMON CREEK CAFE","116 TWO ZERO, LLC. / SALMON CREEK CAFE",01/22/2018,Seating 13-50 - Risk Category III,11620 AMBAUM BL SW,SEATTLE,98146,(206) 244-4303,-122.3541919,47.49865738,"116 TWO ZERO, LLC. / SALMON CREEK CAFE",Consultation/Education - Field,0,Complete,FALSE,,,0,PR0043335,DAFPDEBIL,,1
"116 TWO ZERO, LLC. / SALMON CREEK CAFE","116 TWO ZERO, LLC. / SALMON CREEK CAFE",11-09-17,Seating 13-50 - Risk Category III,11620 AMBAUM BL SW,SEATTLE,98146,(206) 244-4303,-122.3541919,47.49865738,"116 TWO ZERO, LLC. / SALMON CREEK CAFE",Consultation/Education - Field,0,Complete,FALSE,,,0,PR0043335,DAROZWN5W,,1
"116 TWO ZERO, LLC. / SALMON CREEK CAFE","116 TWO ZERO, LLC. / SALMON CREEK CAFE",04/24/2017,Seating 13-50 - Risk Category III,11620 AMBAUM BL SW,SEATTLE,98146,(206) 244-4303,-122.3541919,47.49865738,"116 TWO ZERO, LLC. / SALMON CREEK CAFE",Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0043335,DAGULA0GQ,,1
"116 TWO ZERO, LLC. / SALMON CREEK CAFE","116 TWO ZERO, LLC. / SALMON CREEK CAFE",01/31/2017,Seating 13-50 - Risk Category III,11620 AMBAUM BL SW,SEATTLE,98146,(206) 244-4303,-122.3541919,47.49865738,"116 TWO ZERO, LLC. / SALMON CREEK CAFE",Routine Inspection/Field Review,5,Satisfactory,FALSE,,,0,PR0043335,DAEPIIDT6,,1
11TH AVENUE INN,11TH AVENUE INN,03/20/2018,Bed and Breakfast - Risk Category I,121 11TH AVE E ,SEATTLE,98102,,-122.3185139,47.61945413,11TH AVENUE INN,Routine Inspection/Field Review,5,Satisfactory,FALSE,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0071293,DATOLD1RM,IVKHRO1RN,
11TH AVENUE INN,11TH AVENUE INN,09/24/2015,Bed and Breakfast - Risk Category I,121 11TH AVE E ,SEATTLE,98102,,-122.3185139,47.61945413,11TH AVENUE INN,Routine Inspection/Field Review,0,Unsatisfactory,FALSE,RED,1400 - Raw meats below and away from ready to eat food; species separated,5,PR0071293,DA04MIOKO,IV5D0MPW9,
11TH AVENUE INN,11TH AVENUE INN,10-02-14,Bed and Breakfast - Risk Category I,121 11TH AVE E ,SEATTLE,98102,,-122.3185139,47.61945413,11TH AVENUE INN,Routine Inspection/Field Review,25,Satisfactory,FALSE,,,0,PR0071293,DAQYMJPLB,,
11TH AVENUE INN,11TH AVENUE INN,07/13/2012,Bed and Breakfast - Risk Category I,121 11TH AVE E ,SEATTLE,98102,,-122.3185139,47.61945413,11TH AVENUE INN,Routine Inspection/Field Review,25,Unsatisfactory,FALSE,RED,0500 - Proper methods used to prevent bare hand...,15,PR0071293,DA2351989,IV5590246,
11TH AVENUE INN,11TH AVENUE INN,07/13/2012,Bed and Breakfast - Risk Category I,121 11TH AVE E ,SEATTLE,98102,,-122.3185139,47.61945413,11TH AVENUE INN,Routine Inspection/Field Review,5,Unsatisfactory,FALSE,RED,0600 - Adequate handwashing facilities,10,PR0071293,DA2351989,IV5590203,
11TH AVENUE INN,11TH AVENUE INN,12-06-11,Bed and Breakfast - Risk Category I,121 11TH AVE E ,SEATTLE,98102,,-122.3185139,47.61945413,11TH AVENUE INN,Routine Inspection/Field Review,0,Unsatisfactory,FALSE,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0071293,DA2287589,IV4446045,
11TH AVENUE INN,11TH AVENUE INN,05/18/2010,Bed and Breakfast - Risk Category I,121 11TH AVE E ,SEATTLE,98102,,-122.3185139,47.61945413,11TH AVENUE INN,Routine Inspection/Field Review,0,Satisfactory,FALSE,,,0,PR0071293,DA2107126,,
11TH AVENUE INN,11TH AVENUE INN,04/16/2009,Bed and Breakfast - Risk Category I,121 11TH AVE E ,SEATTLE,98102,,-122.3185139,47.61945413,11TH AVENUE INN,Routine Inspection/Field Review,5,Satisfactory,FALSE,,,0,PR0071293,DA1976429,,
11TH AVENUE INN,11TH AVENUE INN,04-10-08,Bed and Breakfast - Risk Category I,121 11TH AVE E ,SEATTLE,98102,,-122.3185139,47.61945413,11TH AVENUE INN,Routine Inspection/Field Review,25,Unsatisfactory,FALSE,RED,Proper Consumer Advisory posted for raw ...,5,PR0071293,DA1828505,IV0620312,
11TH AVENUE INN,11TH AVENUE INN,09-06-07,Bed and Breakfast - Risk Category I,121 11TH AVE E ,SEATTLE,98102,,-122.3185139,47.61945413,11TH AVENUE INN,Routine Inspection/Field Review,25,Unsatisfactory,FALSE,BLUE,"Warewashing facilities properly installed,...",5,PR0071293,DA1742971,IV0595178,
11TH AVENUE INN,11TH AVENUE INN,09-06-07,Bed and Breakfast - Risk Category I,121 11TH AVE E ,SEATTLE,98102,,-122.3185139,47.61945413,11TH AVENUE INN,Routine Inspection/Field Review,25,Unsatisfactory,FALSE,RED,Accurate thermometer provided and used ...,5,PR0071293,DA1742971,IV0595177,
11TH AVENUE INN,11TH AVENUE INN,09-06-07,Bed and Breakfast - Risk Category I,121 11TH AVE E ,SEATTLE,98102,,-122.3185139,47.61945413,11TH AVENUE INN,Routine Inspection/Field Review,25,Unsatisfactory,FALSE,RED,Adequate handwashing facilities,10,PR0071293,DA1742971,IV0595176,
11TH AVENUE INN,11TH AVENUE INN,09-06-07,Bed and Breakfast - Risk Category I,121 11TH AVE E ,SEATTLE,98102,,-122.3185139,47.61945413,11TH AVENUE INN,Routine Inspection/Field Review,0,Unsatisfactory,FALSE,RED,Food Worker Cards current for all food...,5,PR0071293,DA1742971,IV0595175,
11TH AVENUE INN,11TH AVENUE INN,01/26/2006,Bed and Breakfast - Risk Category I,121 11TH AVE E ,SEATTLE,98102,,-122.3185139,47.61945413,11TH AVENUE INN,Routine Inspection/Field Review,35,Satisfactory,FALSE,,,0,PR0071293,DA1467379,,
11TH FRAME RESTAURANT & LOUNGE,11TH FRAME RESTAURANT & LOUNGE,03-05-18,Seating 51-150 - Risk Category III,7638 NE BOTHELL WAY ,KENMORE,98028,(425) 486-5555,-122.2376818,47.75787482,11TH FRAME RESTAURANT & LOUNGE,Routine Inspection/Field Review,35,Unsatisfactory,FALSE,BLUE,"3300 - Potential food contamination prevented during delivery,  preparation, storage, display",5,PR0006149,DAPGYMA8J,IV5I0KUKN,2
11TH FRAME RESTAURANT & LOUNGE,11TH FRAME RESTAURANT & LOUNGE,03-05-18,Seating 51-150 - Risk Category III,7638 NE BOTHELL WAY ,KENMORE,98028,(425) 486-5555,-122.2376818,47.75787482,11TH FRAME RESTAURANT & LOUNGE,Routine Inspection/Field Review,35,Unsatisfactory,FALSE,BLUE,"4400 - Plumbing properly sized, installed,...",5,PR0006149,DAPGYMA8J,IVWTTEPM1,2
11TH FRAME RESTAURANT & LOUNGE,11TH FRAME RESTAURANT & LOUNGE,03-05-18,Seating 51-150 - Risk Category III,7638 NE BOTHELL WAY ,KENMORE,98028,(425) 486-5555,-122.2376818,47.75787482,11TH FRAME RESTAURANT & LOUNGE,Routine Inspection/Field Review,35,Unsatisfactory,FALSE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0006149,DAPGYMA8J,IV3YW1SZX,2
11TH FRAME RESTAURANT & LOUNGE,11TH FRAME RESTAURANT & LOUNGE,03-05-18,Seating 51-150 - Risk Category III,7638 NE BOTHELL WAY ,KENMORE,98028,(425) 486-5555,-122.2376818,47.75787482,11TH FRAME RESTAURANT & LOUNGE,Routine Inspection/Field Review,38,Unsatisfactory,FALSE,RED,2000 - Proper reheating procedures for hot holding,15,PR0006149,DAPGYMA8J,IVTEKXNI7,2
11TH FRAME RESTAURANT & LOUNGE,11TH FRAME RESTAURANT & LOUNGE,09/19/2017,Seating 51-150 - Risk Category III,7638 NE BOTHELL WAY ,KENMORE,98028,(425) 486-5555,-122.2376818,47.75787482,11TH FRAME RESTAURANT & LOUNGE,Routine Inspection/Field Review,38,Unsatisfactory,FALSE,BLUE,"4200 - Food-contact surfaces maintained, clean, sanitized",5,PR0006149,DAUOODTUO,IVPFPN6RX,2
11TH FRAME RESTAURANT & LOUNGE,11TH FRAME RESTAURANT & LOUNGE,09/19/2017,Seating 51-150 - Risk Category III,7638 NE BOTHELL WAY ,KENMORE,98028,(425) 486-5555,-122.2376818,47.75787482,11TH FRAME RESTAURANT & LOUNGE,Routine Inspection/Field Review,38,Unsatisfactory,FALSE,BLUE,"4400 - Plumbing properly sized, installed,...",5,PR0006149,DAUOODTUO,IVMEXK7EN,2
11TH FRAME RESTAURANT & LOUNGE,11TH FRAME RESTAURANT & LOUNGE,09/19/2017,Seating 51-150 - Risk Category III,7638 NE BOTHELL WAY ,KENMORE,98028,(425) 486-5555,-122.2376818,47.75787482,11TH FRAME RESTAURANT & LOUNGE,Routine Inspection/Field Review,0,Unsatisfactory,FALSE,BLUE,4000 - Food and non-food surfaces properly used and...,5,PR0006149,DAUOODTUO,IVTFEJJ4L,2
